country,iso2c,iso3c,year,status,lastupdated,life_expectancy,access_to_electricity,co2_emissions,gdp_per_cap,region,capital,longitude,latitude,income,lending
Canada,CA,CAN,1996,,2025-07-01,78.220243902439,100,16.5427691211189,32801.3018574024,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2009,,2025-07-01,81.0660975609756,100,16.110707355373,40376.4153847836,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2010,,2025-07-01,81.3221951219512,100,16.5148773292354,41164.3399119626,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2008,,2025-07-01,80.7246341463415,100,17.2814795355701,42067.5687072607,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2011,,2025-07-01,81.4826829268293,100,16.7706629104953,42043.6419795513,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2006,,2025-07-01,80.5436585365854,100,17.6088453376577,41663.5123057295,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2001,,2025-07-01,79.3980487804878,100,17.2242093262742,38200.456120621,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2003,,2025-07-01,79.7151219512195,100,18.1301922122935,39270.0234577749,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2015,,2025-07-01,81.8258536585366,100,16.1640586572594,43594.1941045394,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2007,,2025-07-01,80.5436585365854,100,18.0614265864767,42106.8724378248,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2005,,2025-07-01,80.1126829268293,100,18.0225329540933,41006.2229523971,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2000,,2025-07-01,79.1668292682927,100,17.6969816263129,37906.8601321366,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2004,,2025-07-01,79.9921951219512,100,17.5250534561294,40108.7587456658,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2002,,2025-07-01,79.5307317073171,100,17.6672529167598,38921.6673033743,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2014,,2025-07-01,81.7843902439025,100,16.3820544895977,43643.2356440047,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2012,,2025-07-01,81.6636585365854,100,16.3415448128885,42320.6431330726,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2013,,2025-07-01,81.7448780487805,100,16.397634935751,42851.170527104,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,1999,,2025-07-01,78.8390243902439,100,17.2162223663828,36391.535343959,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Caribbean small states,S3,CSS,2014,,2025-07-01,71.7739411761824,95.8432196458407,10.4176882739623,14514.3655264586,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,1996,,2025-07-01,67.6264024288203,NA,5.23954973174441,8868.44599663312,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2000,,2025-07-01,68.3976758324657,88.4159289818663,6.17626027209244,10372.1053308649,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2005,,2025-07-01,69.6320513314341,90.8157874812198,9.97496461263554,12497.3875295228,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2003,,2025-07-01,69.0876488979237,91.0018718387357,7.92776580539572,11428.5323698188,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2002,,2025-07-01,68.8997139018751,90.809112704402,7.10289848004228,10852.1489476006,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2010,,2025-07-01,71.0114366987074,94.1815124594599,11.4346200340974,13604.562899963,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,1998,,2025-07-01,67.9849230739004,NA,6.12100285751416,9574.70996178184,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,1999,,2025-07-01,68.2095641265771,NA,6.17003492025561,9985.11930654124,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,1995,,2025-07-01,67.5555715464801,NA,4.97168404893995,8525.83720799272,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2009,,2025-07-01,70.797737511813,92.9152943922676,10.4811088960691,13436.7013903097,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,1997,,2025-07-01,67.7365433173653,NA,5.29656446830169,9199.57164488962,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2004,,2025-07-01,69.3609701933726,91.2894647290611,8.34508618773509,11879.2531848005,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2001,,2025-07-01,68.6619722928043,90.4855336740834,6.78269623913398,10514.7724360658,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2008,,2025-07-01,70.5499974705246,93.4441294061575,10.8178346197278,13979.6334831429,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2006,,2025-07-01,69.9344232165599,91.9463978625702,10.8025698459266,13401.5929873654,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2013,,2025-07-01,71.5692506084296,95.5637395418446,10.4205058057412,14247.7831117398,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2012,,2025-07-01,71.4019143290264,95.2543113839721,10.6452371971257,14138.3838872356,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2011,,2025-07-01,71.266093287793,94.1276818467132,11.2775275659487,13630.0960001727,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2007,,2025-07-01,70.2937333399205,93.0816054727479,11.0447429831014,13831.9907414897,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2015,,2025-07-01,71.8641021665476,96.2001948453372,10.3029745321892,14402.4725779389,Aggregates,,,,Aggregates,Aggregates
Cayman Islands,KY,CYM,2008,,2025-07-01,75.386,100,4.34595609079001,93115.3168416314,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2005,,2025-07-01,74.863,100,3.131144737967,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2004,,2025-07-01,74.596,100,3.07152937025931,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2002,,2025-07-01,74.609,100,3.35418920826081,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2007,,2025-07-01,75.152,100,4.121802483547,96202.7379415493,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2006,,2025-07-01,75,100,3.39815889865649,96066.6290832355,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1998,,2025-07-01,74.08,100,3.75927631222577,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2009,,2025-07-01,75.671,100,4.31221255083812,84001.4215657607,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2010,,2025-07-01,76.069,100,4.55830976543005,79483.0972813604,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2000,,2025-07-01,74.378,100,3.31451328325856,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2001,,2025-07-01,74.529,100,3.16873129061306,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2003,,2025-07-01,74.639,100,3.41876451040197,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1997,,2025-07-01,73.904,100,3.81228371268604,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1999,,2025-07-01,74.232,100,3.67255250235085,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2015,,2025-07-01,78.119,100,4.05892086564355,76379.2095108681,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2014,,2025-07-01,77.865,100,3.84807180851064,76104.6215727416,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1996,,2025-07-01,73.74,100,3.86609261049117,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2011,,2025-07-01,76.562,100,3.57875049455095,78233.0187551876,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2012,,2025-07-01,77.121,100,3.33239988798656,77074.3890872511,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2013,,2025-07-01,77.652,100,3.68425539169721,76038.879554035,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1995,,2025-07-01,73.597,100,4.06193690254406,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Central African Republic,CF,CAF,2002,,2025-07-01,46.84,6.1,0.0692947239905773,452.808702217035,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2003,,2025-07-01,47.306,6.6,0.0639031207242549,418.240532289858,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1998,,2025-07-01,47.089,4.32142543792725,0.0606256512090546,457.148858416438,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1996,,2025-07-01,47.7,3.33491563796997,0.0628062276536577,437.925054761723,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2001,,2025-07-01,46.734,5.7,0.0692692691671129,446.658634192083,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1997,,2025-07-01,47.284,3.83021020889282,0.061132032732112,448.634663639551,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2000,,2025-07-01,46.609,6,0.0674333283943094,437.168928414826,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2013,,2025-07-01,49.487,11.5,0.0324615249075967,349.821171688973,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2008,,2025-07-01,49.873,7.5,0.0441765095029945,450.313616886022,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2004,,2025-07-01,47.696,7,0.0611043720869886,433.825227770233,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1999,,2025-07-01,46.91,4.80779838562012,0.0607328158307525,460.827900216085,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2015,,2025-07-01,51.934,12.7,0.0500073444911996,366.322853938121,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2012,,2025-07-01,51.336,11,0.0485810853014456,553.729578314912,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2007,,2025-07-01,49.327,8.4,0.0599851661636159,450.762785401893,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2014,,2025-07-01,40.265,12,0.0350624310269421,351.561554911625,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2010,,2025-07-01,46.871,9.8,0.0446917924457962,519.141456408484,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1995,,2025-07-01,48.109,3,0.0592284707644923,468.150527620686,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2009,,2025-07-01,14.665,9.4,0.043298292113109,492.215398914836,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2005,,2025-07-01,48.207,7.4,0.0589674058771547,427.968043155237,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2011,,2025-07-01,50.107,10.4,0.0480611151624494,532.38295493852,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2006,,2025-07-01,48.687,7.8,0.0617693021645069,439.294330902768,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central Europe and the Baltics,B8,CEB,1998,,2025-07-01,71.8982376759956,100,7.44027509022931,6983.35783072823,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2009,,2025-07-01,74.9303639266576,98.8586601186684,6.95135876053997,10792.8397629018,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2011,,2025-07-01,75.8884748834282,99.0682987223746,7.29250986699776,11421.8179722162,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1997,,2025-07-01,71.5172580696822,100,7.92532577517103,6792.73687589942,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1995,,2025-07-01,71.0254214282891,100,7.90784565162355,6333.35492581452,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2008,,2025-07-01,74.5759526780779,98.668856546125,7.58281734814222,11177.0081279721,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2012,,2025-07-01,76.0033944660035,99.2028356897417,7.04660507632222,11544.5451357668,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2010,,2025-07-01,75.2939657786314,98.9644271545097,7.25910070945483,10998.6732543831,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2014,,2025-07-01,76.6887696437325,99.410769462163,6.67488390206715,12076.2019030548,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2007,,2025-07-01,74.2506487210769,98.5276446395055,7.75254608263139,10712.5958772465,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2015,,2025-07-01,76.5755119772504,99.5384709863299,6.7963317084343,12596.9475064791,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2004,,2025-07-01,73.7304349327381,98.26792983008,7.4220404756752,8923.84368154359,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1996,,2025-07-01,71.3360580189951,100,8.17712325213078,6631.84229593907,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1999,,2025-07-01,72.1845610740875,100,7.04073358025275,7127.69788667545,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2013,,2025-07-01,76.3747350098375,99.3084773841306,6.83277277559224,11662.0190543525,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2002,,2025-07-01,73.2424154880921,98.1415583203817,7.0911730151653,8057.20843158367,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2005,,2025-07-01,73.8449951359211,98.3206998410279,7.43445674041087,9387.57581776009,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2003,,2025-07-01,73.3822527825258,98.1907968950416,7.42283970199739,8405.61688234993,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2000,,2025-07-01,72.719724722779,97.9262635329594,7.0333988444065,7450.84783060072,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2006,,2025-07-01,74.0926027308098,98.4242817808159,7.6739629469408,10036.5200313461,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2001,,2025-07-01,73.0961481937343,98.0235379735737,7.19877210524191,7730.93571388212,Aggregates,,,,Aggregates,Aggregates
Chad,TD,TCD,2014,,2025-07-01,51.141,8.4,0.0989450884712445,993.25648925195,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2000,,2025-07-01,47.937,3.1,0.0284536364910487,528.492179115295,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1999,,2025-07-01,47.934,2.80621337890625,0.0201393580336398,551.947186722004,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1998,,2025-07-01,47.802,2.42038726806641,0.0203808113024069,575.613454821804,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2015,,2025-07-01,51.32,7.7,0.109362469168201,993.990730610869,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2013,,2025-07-01,51.051,8.1,0.0967564353401218,1008.54996552116,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2004,,2025-07-01,48.687,3.5,0.0458970108576219,842.158764877398,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1995,,2025-07-01,47.453,NA,0.0207502711218293,558.105168632108,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2011,,2025-07-01,50.426,9,0.0539631643974514,965.593242567789,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2012,,2025-07-01,50.765,7.8,0.0922488974716369,1016.65896756228,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1997,,2025-07-01,47.762,2.3,0.020768239742406,557.037835216989,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2010,,2025-07-01,50.107,6.4,0.0422657323914778,956.724153813537,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1996,,2025-07-01,47.551,NA,0.0207014526643876,545.748810715064,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2007,,2025-07-01,49.21,5.5,0.0512017152664853,918.265540053882,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2008,,2025-07-01,49.503,5.9,0.0423481583256479,914.250602943879,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2001,,2025-07-01,48.306,3.4,0.0274644019098323,570.530862613474,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2002,,2025-07-01,48.36,3.8,0.0287620094004163,597.786883652378,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2003,,2025-07-01,48.609,4.1,0.041684966419624,658.928454990582,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2005,,2025-07-01,48.86,4.8,0.0465913742828782,949.086011648517,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2006,,2025-07-01,48.747,5.1,0.0467009339439574,910.773451555824,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2009,,2025-07-01,49.828,6.3,0.0419127552158889,870.353795767171,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Channel Islands,JG,CHI,2004,,2025-07-01,79.8,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2007,,2025-07-01,80.6,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2006,,2025-07-01,80.4,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2003,,2025-07-01,79.4,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2005,,2025-07-01,80.1,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2015,,2025-07-01,81.4,100,NA,61852.0735568957,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,1995,,2025-07-01,77.7,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2002,,2025-07-01,79.1,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2008,,2025-07-01,80.8,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2009,,2025-07-01,81,100,NA,67622.4695883823,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2011,,2025-07-01,81.4,100,NA,65010.9566350941,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,1999,,2025-07-01,79.1,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2012,,2025-07-01,81.3,100,NA,60866.085192313,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2013,,2025-07-01,81.5,100,NA,60784.8479832989,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2014,,2025-07-01,81.6,100,NA,61897.0637706602,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2000,,2025-07-01,78.8,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2001,,2025-07-01,79,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,1998,,2025-07-01,78.5,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,1996,,2025-07-01,77.8,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2010,,2025-07-01,81.2,100,NA,64727.4333131603,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,1997,,2025-07-01,78.2,100,NA,NA,Europe & Central Asia,,,,High income,Not classified
Chile,CL,CHL,1999,,2025-07-01,76.738,96.6955490112305,3.74626460076898,8161.45168872186,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2001,,2025-07-01,77.58,97.1,3.29366216162882,8632.0148244056,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2011,,2025-07-01,79.236,99.6,4.55673342778646,12252.8441074615,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2000,,2025-07-01,77.128,97.9,3.47348218659688,8465.35303258864,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,1998,,2025-07-01,76.324,97.241124,3.62620497535696,8287.45061096547,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2005,,2025-07-01,78.459,97.7,3.61715719670302,10104.4208391373,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2006,,2025-07-01,78.533,99.4,3.65572639974269,10611.6144012877,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,1995,,2025-07-01,75.298,95.760383605957,2.87631335613763,7201.13100361441,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,1997,,2025-07-01,75.826,96.2361679077148,3.639902242327,8058.94228801535,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2010,,2025-07-01,79.095,99.5,4.20891956587634,11649.2897090856,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2014,,2025-07-01,79.714,100,4.40520269735076,13285.9540361192,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2002,,2025-07-01,77.84,97.3,3.29123766192613,8810.69052712257,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,1996,,2025-07-01,75.555,95.617315,3.25015274148051,7605.28953010603,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2004,,2025-07-01,78.276,97.5,3.61355633748436,9642.37478651228,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2009,,2025-07-01,78.89,99.6,4.010533735072,11116.4093443103,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2015,,2025-07-01,80.008,99.7,4.67367312873577,13433.9202987032,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2007,,2025-07-01,78.652,98,4.06349583761732,11051.3450717678,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2008,,2025-07-01,78.752,98.2,4.23522482467474,11356.0922105983,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2012,,2025-07-01,79.221,100,4.64295036753846,12882.834417927,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2013,,2025-07-01,79.551,99.6,4.8285164826653,13182.7329619856,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2003,,2025-07-01,77.884,98.8,3.37723791294867,9130.7842621819,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
China,CN,CHN,2005,,2025-07-01,74.085,97.9,4.80528434019575,3465.81734409951,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2003,,2025-07-01,73.385,97.4,3.71846041601987,2857.0373538115,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2004,,2025-07-01,73.727,97.7,4.2595813513878404,3127.86276523632,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,1999,,2025-07-01,71.952,NA,2.75228208679409,2076.81812919622,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2002,,2025-07-01,73.034,97.2,3.24162605435801,2610.72960252379,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2000,,2025-07-01,72.288,96.7,2.90418209393773,2237.44298500334,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2001,,2025-07-01,72.675,97,3.02302606439439,2405.89396743215,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,1998,,2025-07-01,71.601,NA,2.83598006336886,1944.43719705771,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2015,,2025-07-01,76.975,100,7.81014936297885,8175.33285077393,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2006,,2025-07-01,74.404,98.2,5.30270079785205,3883.35412942474,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,1997,,2025-07-01,71.227,NA,2.7944331849684,1819.09789302268,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2007,,2025-07-01,74.789,98.5,5.73304043979558,4409.75700836878,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2010,,2025-07-01,75.668,99.7,6.82816644925451,5764.86534987407,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
